protein1,protein2,combined_score,protein1_original_name,protein2_original_name
9606.ENSP00000384164,9606.ENSP00000346148,213,KIF16B,PRKAA1
9606.ENSP00000384164,9606.ENSP00000356319,540,KIF16B,KIF14
9606.ENSP00000384164,9606.ENSP00000268720,165,KIF16B,CPNE7
9606.ENSP00000384164,9606.ENSP00000370719,229,KIF16B,ITSN1
9606.ENSP00000384164,9606.ENSP00000438388,540,KIF16B,KIF1A
9606.ENSP00000384164,9606.ENSP00000465992,540,KIF16B,KIF18B
9606.ENSP00000384164,9606.ENSP00000297591,292,KIF16B,VIRMA
9606.ENSP00000384164,9606.ENSP00000390436,325,KIF16B,GLI2
9606.ENSP00000384164,9606.ENSP00000264712,540,KIF16B,KIF3C
9606.ENSP00000384164,9606.ENSP00000320821,540,KIF16B,KIF1C
9606.ENSP00000384164,9606.ENSP00000496229,540,KIF16B,KIF25
9606.ENSP00000384164,9606.ENSP00000325681,298,KIF16B,CCZ1
9606.ENSP00000384164,9606.ENSP00000362946,774,KIF16B,RAB14
9606.ENSP00000384164,9606.ENSP00000380378,360,KIF16B,PAFAH1B1
9606.ENSP00000384164,9606.ENSP00000262013,163,KIF16B,SPAG9
9606.ENSP00000384164,9606.ENSP00000037243,156,KIF16B,GABARAPL2
9606.ENSP00000384164,9606.ENSP00000361298,540,KIF16B,KIF2C
9606.ENSP00000384164,9606.ENSP00000360793,540,KIF16B,KIF20B
9606.ENSP00000384164,9606.ENSP00000364864,540,KIF16B,KIF3B
9606.ENSP00000384164,9606.ENSP00000385000,540,KIF16B,KIF2A
9606.ENSP00000384164,9606.ENSP00000379643,540,KIF16B,NDE1
9606.ENSP00000384164,9606.ENSP00000490393,198,KIF16B,TEPSIN
9606.ENSP00000384164,9606.ENSP00000427900,540,KIF16B,KIF13B
9606.ENSP00000384164,9606.ENSP00000442008,540,KIF16B,KIFC3
9606.ENSP00000384164,9606.ENSP00000364293,194,KIF16B,TSR2
9606.ENSP00000384164,9606.ENSP00000414982,540,KIF16B,KLC1
9606.ENSP00000384164,9606.ENSP00000268919,540,KIF16B,KIF2B
9606.ENSP00000384164,9606.ENSP00000269305,163,KIF16B,TP53
9606.ENSP00000384164,9606.ENSP00000378356,540,KIF16B,KIF20A
9606.ENSP00000384164,9606.ENSP00000301332,540,KIF16B,KIFC2
9606.ENSP00000384164,9606.ENSP00000333942,540,KIF16B,KIF9
9606.ENSP00000384164,9606.ENSP00000381097,323,KIF16B,EPHB1
9606.ENSP00000384164,9606.ENSP00000231509,165,KIF16B,NR3C1
9606.ENSP00000384164,9606.ENSP00000377934,540,KIF16B,KIF7
9606.ENSP00000384169,9606.ENSP00000264187,830,FBLN2,NID1
9606.ENSP00000384169,9606.ENSP00000293879,171,FBLN2,WDR90
9606.ENSP00000384273,9606.ENSP00000384018,506,RELA,NCOR2
9606.ENSP00000384273,9606.ENSP00000371308,359,RELA,CENPJ
9606.ENSP00000384273,9606.ENSP00000293879,171,RELA,WDR90
9606.ENSP00000384273,9606.ENSP00000313420,429,RELA,PRKDC
9606.ENSP00000384290,9606.ENSP00000254579,184,WDR60,DNHD1
9606.ENSP00000384290,9606.ENSP00000383737,184,WDR60,DNAH14
9606.ENSP00000384290,9606.ENSP00000374045,184,WDR60,DNAH6
9606.ENSP00000384330,9606.ENSP00000493594,900,MYH8,MYH14
9606.ENSP00000384371,9606.ENSP00000384018,999,BCL6,NCOR2
9606.ENSP00000384371,9606.ENSP00000265709,192,BCL6,ANK1
9606.ENSP00000384421,9606.ENSP00000359454,244,TFIP11,HFM1
9606.ENSP00000384433,9606.ENSP00000448012,171,KIF24,CEP290
9606.ENSP00000384474,9606.ENSP00000448012,292,HYPK,CEP290
9606.ENSP00000384490,9606.ENSP00000384018,292,CBX6,NCOR2
9606.ENSP00000384513,9606.ENSP00000265316,900,ABCG5,ABCB6
9606.ENSP00000384515,9606.ENSP00000453508,797,PARVB,TLN2
9606.ENSP00000384515,9606.ENSP00000200181,650,PARVB,ITGB4
9606.ENSP00000384515,9606.ENSP00000420213,224,PARVB,FLNB
9606.ENSP00000384537,9606.ENSP00000448012,292,AKAP12,CEP290
9606.ENSP00000384545,9606.ENSP00000325827,237,BTBD3,SEC16A
9606.ENSP00000384582,9606.ENSP00000386331,171,ADGRV1,MYO7A
9606.ENSP00000384593,9606.ENSP00000263088,165,GAREM2,PLD2
9606.ENSP00000384621,9606.ENSP00000471457,300,DQX1,MYO9B
9606.ENSP00000384638,9606.ENSP00000453508,517,CTNNA2,TLN2
9606.ENSP00000384638,9606.ENSP00000257430,540,CTNNA2,APC
9606.ENSP00000384638,9606.ENSP00000299441,582,CTNNA2,DCHS1
9606.ENSP00000384675,9606.ENSP00000267622,499,SOS1,TRIP11
9606.ENSP00000384675,9606.ENSP00000219476,208,SOS1,TSC2
9606.ENSP00000384675,9606.ENSP00000377275,499,SOS1,GOLGB1
9606.ENSP00000384719,9606.ENSP00000293879,248,VSNL1,WDR90
9606.ENSP00000384719,9606.ENSP00000471457,158,VSNL1,MYO9B
9606.ENSP00000384823,9606.ENSP00000234420,231,FBXO11,MSH6
9606.ENSP00000384849,9606.ENSP00000370196,224,CDKN1A,SBF1
9606.ENSP00000384849,9606.ENSP00000448012,159,CDKN1A,CEP290
9606.ENSP00000384849,9606.ENSP00000384018,292,CDKN1A,NCOR2
9606.ENSP00000384851,9606.ENSP00000384018,568,ESRRA,NCOR2
9606.ENSP00000384863,9606.ENSP00000346643,189,XPO1,HKDC1
9606.ENSP00000384863,9606.ENSP00000222399,193,XPO1,LAMB1
9606.ENSP00000384863,9606.ENSP00000265709,398,XPO1,ANK1
9606.ENSP00000384863,9606.ENSP00000257430,292,XPO1,APC
9606.ENSP00000384886,9606.ENSP00000293879,375,IFI30,WDR90
9606.ENSP00000384949,9606.ENSP00000222399,280,PYCR1,LAMB1
9606.ENSP00000384952,9606.ENSP00000381364,157,MRPS12,CABIN1
9606.ENSP00000384952,9606.ENSP00000216361,157,MRPS12,COCH
9606.ENSP00000384952,9606.ENSP00000376543,157,MRPS12,TECTA
9606.ENSP00000384952,9606.ENSP00000382323,157,MRPS12,OTOG
9606.ENSP00000384957,9606.ENSP00000293879,167,F11,WDR90
9606.ENSP00000384964,9606.ENSP00000293879,167,TMPRSS6,WDR90
9606.ENSP00000384999,9606.ENSP00000340510,228,P4HA2,PPL
9606.ENSP00000384999,9606.ENSP00000219476,161,P4HA2,TSC2
9606.ENSP00000385000,9606.ENSP00000300231,497,KIF2A,MAP1A
9606.ENSP00000385000,9606.ENSP00000384164,540,KIF2A,KIF16B
9606.ENSP00000385000,9606.ENSP00000263934,540,KIF2A,KIF1B
9606.ENSP00000385035,9606.ENSP00000293879,167,C1S,WDR90
9606.ENSP00000385110,9606.ENSP00000293879,375,MIEF1,WDR90
9606.ENSP00000385142,9606.ENSP00000467537,386,NRXN1,PTPRS
9606.ENSP00000385142,9606.ENSP00000264187,171,NRXN1,NID1
9606.ENSP00000385158,9606.ENSP00000293879,349,FAM161A,WDR90
9606.ENSP00000385169,9606.ENSP00000325827,202,R3HDM2,SEC16A
9606.ENSP00000385169,9606.ENSP00000336783,169,R3HDM2,TNRC6C
9606.ENSP00000385205,9606.ENSP00000219476,464,PICK1,TSC2
9606.ENSP00000385205,9606.ENSP00000260197,194,PICK1,SORL1
9606.ENSP00000385215,9606.ENSP00000448012,681,CEP162,CEP290
9606.ENSP00000385215,9606.ENSP00000269848,292,CEP162,PFKL
9606.ENSP00000385216,9606.ENSP00000384018,269,NCOA1,NCOR2
9606.ENSP00000385269,9606.ENSP00000435389,292,ELAVL1,PLEKHA7
9606.ENSP00000385334,9606.ENSP00000257430,198,MAD1L1,APC
9606.ENSP00000385385,9606.ENSP00000254579,165,PDIA6,DNHD1
9606.ENSP00000385385,9606.ENSP00000254846,292,PDIA6,KDM6B
9606.ENSP00000385410,9606.ENSP00000496129,161,NOLC1,PRKCB
9606.ENSP00000385432,9606.ENSP00000325827,632,SAR1B,SEC16A
9606.ENSP00000385450,9606.ENSP00000257430,163,MAGI1,APC
9606.ENSP00000385450,9606.ENSP00000263934,472,MAGI1,KIF1B
9606.ENSP00000385451,9606.ENSP00000040738,509,MDK,BOD1L1
9606.ENSP00000385451,9606.ENSP00000260197,826,MDK,SORL1
9606.ENSP00000385451,9606.ENSP00000264187,292,MDK,NID1
9606.ENSP00000385451,9606.ENSP00000395538,234,MDK,TNRC18
9606.ENSP00000385461,9606.ENSP00000257430,203,TFDP3,APC
9606.ENSP00000385478,9606.ENSP00000293879,190,CRPPA,WDR90
9606.ENSP00000385478,9606.ENSP00000383145,505,CRPPA,SFI1
9606.ENSP00000385478,9606.ENSP00000471457,158,CRPPA,MYO9B
9606.ENSP00000385479,9606.ENSP00000254846,424,H3C15,KDM6B
9606.ENSP00000385519,9606.ENSP00000222399,163,CD14,LAMB1
9606.ENSP00000385523,9606.ENSP00000254846,745,PPARA,KDM6B
9606.ENSP00000385523,9606.ENSP00000384018,992,PPARA,NCOR2
9606.ENSP00000385545,9606.ENSP00000384164,540,KIF26B,KIF16B
9606.ENSP00000385545,9606.ENSP00000263934,540,KIF26B,KIF1B
9606.ENSP00000385610,9606.ENSP00000313420,292,MEX3C,PRKDC
9606.ENSP00000385636,9606.ENSP00000348984,292,OBSL1,SON
9606.ENSP00000385636,9606.ENSP00000313420,292,OBSL1,PRKDC
9606.ENSP00000385636,9606.ENSP00000420213,292,OBSL1,FLNB
9606.ENSP00000385636,9606.ENSP00000377275,292,OBSL1,GOLGB1
9606.ENSP00000385636,9606.ENSP00000363435,292,OBSL1,ITPR3
9606.ENSP00000385636,9606.ENSP00000365908,292,OBSL1,PRUNE2
9606.ENSP00000385636,9606.ENSP00000222399,292,OBSL1,LAMB1
9606.ENSP00000385636,9606.ENSP00000365588,292,OBSL1,MDC1
9606.ENSP00000385675,9606.ENSP00000260197,485,IL6,SORL1
9606.ENSP00000385725,9606.ENSP00000336783,429,POLR2F,TNRC6C
9606.ENSP00000385739,9606.ENSP00000265316,165,CEACAM21,ABCB6
9606.ENSP00000385739,9606.ENSP00000467537,304,CEACAM21,PTPRS
9606.ENSP00000385751,9606.ENSP00000257430,161,MARK2,APC
9606.ENSP00000385751,9606.ENSP00000470152,165,MARK2,DTNA
9606.ENSP00000385757,9606.ENSP00000496129,292,BLVRA,PRKCB
9606.ENSP00000385787,9606.ENSP00000260197,165,POP1,SORL1
9606.ENSP00000385808,9606.ENSP00000263934,540,KIF3A,KIF1B
9606.ENSP00000385808,9606.ENSP00000384164,540,KIF3A,KIF16B
9606.ENSP00000385808,9606.ENSP00000448012,481,KIF3A,CEP290
9606.ENSP00000385808,9606.ENSP00000424757,676,KIF3A,NEK1
9606.ENSP00000385808,9606.ENSP00000040738,161,KIF3A,BOD1L1
9606.ENSP00000385823,9606.ENSP00000384018,402,MTA3,NCOR2
9606.ENSP00000385828,9606.ENSP00000367888,161,TST,LRP4
9606.ENSP00000385886,9606.ENSP00000496129,457,RASGRP3,PRKCB
9606.ENSP00000385923,9606.ENSP00000313420,173,NUCB1,PRKDC
9606.ENSP00000385939,9606.ENSP00000261978,173,ZNF12,LTBP2
9606.ENSP00000385958,9606.ENSP00000381364,159,RPS14,CABIN1
9606.ENSP00000385958,9606.ENSP00000216361,159,RPS14,COCH
9606.ENSP00000385958,9606.ENSP00000376543,159,RPS14,TECTA
9606.ENSP00000385958,9606.ENSP00000382323,159,RPS14,OTOG
9606.ENSP00000385995,9606.ENSP00000287482,188,THADA,SASS6
9606.ENSP00000385995,9606.ENSP00000162749,209,THADA,TNFRSF1A
9606.ENSP00000385995,9606.ENSP00000435534,244,THADA,CCKBR
9606.ENSP00000385995,9606.ENSP00000363017,246,THADA,RPA2
9606.ENSP00000385995,9606.ENSP00000306864,192,THADA,VASN
9606.ENSP00000385995,9606.ENSP00000394624,216,THADA,OPRM1
9606.ENSP00000385995,9606.ENSP00000306881,224,THADA,SEC23A
9606.ENSP00000385995,9606.ENSP00000345774,165,THADA,ALDH3A2
9606.ENSP00000385995,9606.ENSP00000369127,165,THADA,DNAJA1
9606.ENSP00000385995,9606.ENSP00000356320,218,THADA,ULBP2
9606.ENSP00000385995,9606.ENSP00000303775,161,THADA,PROKR1
9606.ENSP00000385995,9606.ENSP00000229030,220,THADA,FZD10
9606.ENSP00000385995,9606.ENSP00000349709,218,THADA,RAET1E
9606.ENSP00000385995,9606.ENSP00000259951,366,THADA,HLA-F
9606.ENSP00000385995,9606.ENSP00000438863,165,THADA,PACC1
9606.ENSP00000385995,9606.ENSP00000366024,366,THADA,HLA-G
9606.ENSP00000385995,9606.ENSP00000263383,175,THADA,ILVBL
9606.ENSP00000385995,9606.ENSP00000358814,221,THADA,AHCYL1
9606.ENSP00000385995,9606.ENSP00000358107,241,THADA,CA14
9606.ENSP00000385995,9606.ENSP00000246548,224,THADA,UBA2
9606.ENSP00000385995,9606.ENSP00000321249,200,THADA,SIGLECL1
9606.ENSP00000385995,9606.ENSP00000302790,277,THADA,XPO6
9606.ENSP00000385995,9606.ENSP00000366416,225,THADA,EDNRB
9606.ENSP00000385995,9606.ENSP00000310490,292,THADA,SLC16A11
9606.ENSP00000385995,9606.ENSP00000363661,205,THADA,IGBP1
9606.ENSP00000385995,9606.ENSP00000410798,218,THADA,FCGRT
9606.ENSP00000385995,9606.ENSP00000366746,319,THADA,STAM
9606.ENSP00000385995,9606.ENSP00000356308,218,THADA,ULBP3
9606.ENSP00000385995,9606.ENSP00000262302,224,THADA,NUBP2
9606.ENSP00000385995,9606.ENSP00000371388,234,THADA,SRXN1
9606.ENSP00000385995,9606.ENSP00000326948,496,THADA,FTSJ1
9606.ENSP00000385995,9606.ENSP00000221419,292,THADA,HNRNPL
9606.ENSP00000385995,9606.ENSP00000292401,218,THADA,AZGP1
9606.ENSP00000385995,9606.ENSP00000457870,239,THADA,MLST8
9606.ENSP00000385995,9606.ENSP00000225655,161,THADA,PFN1
9606.ENSP00000385995,9606.ENSP00000362131,246,THADA,RPA4
9606.ENSP00000385995,9606.ENSP00000378972,237,THADA,SULT1A1
9606.ENSP00000385995,9606.ENSP00000356310,218,THADA,RAET1L
9606.ENSP00000385995,9606.ENSP00000449404,161,THADA,KRT8
9606.ENSP00000385995,9606.ENSP00000365773,221,THADA,PSAT1
9606.ENSP00000385995,9606.ENSP00000242257,347,THADA,MRM2
9606.ENSP00000385995,9606.ENSP00000378402,238,THADA,SIN3A
9606.ENSP00000385995,9606.ENSP00000497910,246,THADA,B2M
9606.ENSP00000385995,9606.ENSP00000350937,605,THADA,TES
9606.ENSP00000385995,9606.ENSP00000318684,313,THADA,VSIG2
9606.ENSP00000385995,9606.ENSP00000263265,292,THADA,PLEKHA4
9606.ENSP00000385995,9606.ENSP00000278947,235,THADA,SCN2B
9606.ENSP00000385995,9606.ENSP00000255305,277,THADA,XPO4
9606.ENSP00000385995,9606.ENSP00000180166,433,THADA,FGF20
9606.ENSP00000385995,9606.ENSP00000354558,304,THADA,MTOR
9606.ENSP00000385995,9606.ENSP00000267102,292,THADA,LMBR1L
9606.ENSP00000385995,9606.ENSP00000417763,163,THADA,NAA10
9606.ENSP00000385995,9606.ENSP00000381823,229,THADA,SEC24A
9606.ENSP00000385995,9606.ENSP00000356329,218,THADA,RAET1G
9606.ENSP00000385995,9606.ENSP00000368450,209,THADA,CD83
9606.ENSP00000385995,9606.ENSP00000413079,218,THADA,MICA
9606.ENSP00000385995,9606.ENSP00000224950,188,THADA,STN1
9606.ENSP00000385995,9606.ENSP00000275493,165,THADA,EGFR
9606.ENSP00000385995,9606.ENSP00000495413,163,THADA,TRIM66
9606.ENSP00000385995,9606.ENSP00000297591,292,THADA,VIRMA
9606.ENSP00000385995,9606.ENSP00000252229,218,THADA,MICB
9606.ENSP00000385995,9606.ENSP00000370989,311,THADA,CD274
9606.ENSP00000385995,9606.ENSP00000417404,218,THADA,HFE
9606.ENSP00000385995,9606.ENSP00000475344,199,THADA,APLNR
9606.ENSP00000385995,9606.ENSP00000229708,218,THADA,ULBP1
9606.ENSP00000385995,9606.ENSP00000409378,209,THADA,CHRM4
9606.ENSP00000385995,9606.ENSP00000312318,205,THADA,ZNRD2
9606.ENSP00000385995,9606.ENSP00000396673,347,THADA,FTSJ3
9606.ENSP00000386022,9606.ENSP00000301015,161,MS4A15,PIEZO1
9606.ENSP00000386023,9606.ENSP00000348984,225,BUD31,SON
9606.ENSP00000386023,9606.ENSP00000359454,376,BUD31,HFM1
9606.ENSP00000386041,9606.ENSP00000294618,163,MYH6,DOCK6
9606.ENSP00000386041,9606.ENSP00000493594,900,MYH6,MYH14
9606.ENSP00000386041,9606.ENSP00000267622,183,MYH6,TRIP11
9606.ENSP00000386043,9606.ENSP00000261978,737,LTBP1,LTBP2
9606.ENSP00000386043,9606.ENSP00000293879,171,LTBP1,WDR90
9606.ENSP00000386049,9606.ENSP00000257430,161,MBD5,APC
9606.ENSP00000386096,9606.ENSP00000493594,540,MYO18B,MYH14
9606.ENSP00000386126,9606.ENSP00000293879,171,UMODL1,WDR90
9606.ENSP00000386134,9606.ENSP00000313420,540,NGDN,PRKDC
9606.ENSP00000386135,9606.ENSP00000453508,431,DAPK1,TLN2
9606.ENSP00000386135,9606.ENSP00000219476,292,DAPK1,TSC2
9606.ENSP00000386181,9606.ENSP00000296266,541,TTC30B,IFT122
9606.ENSP00000386212,9606.ENSP00000260197,194,PSMB11,SORL1
9606.ENSP00000386213,9606.ENSP00000386331,499,MYO3B,MYO7A
9606.ENSP00000386229,9606.ENSP00000257430,161,RGS14,APC
9606.ENSP00000386264,9606.ENSP00000448012,271,TMEM237,CEP290
9606.ENSP00000386289,9606.ENSP00000435389,292,GULP1,PLEKHA7
9606.ENSP00000386289,9606.ENSP00000245796,171,GULP1,PSD4
9606.ENSP00000386289,9606.ENSP00000296266,868,GULP1,IFT122
9606.ENSP00000386306,9606.ENSP00000296266,183,SCN9A,IFT122
9606.ENSP00000386306,9606.ENSP00000265709,499,SCN9A,ANK1
9606.ENSP00000386331,9606.ENSP00000231509,165,MYO7A,NR3C1
9606.ENSP00000386331,9606.ENSP00000449428,817,MYO7A,TWF1
9606.ENSP00000386331,9606.ENSP00000262340,186,MYO7A,RPE65
9606.ENSP00000386331,9606.ENSP00000301972,876,MYO7A,MYRIP
9606.ENSP00000386331,9606.ENSP00000308772,332,MYO7A,ANKS4B
9606.ENSP00000386331,9606.ENSP00000495360,314,MYO7A,CTNNB1
9606.ENSP00000386331,9606.ENSP00000224721,930,MYO7A,CDH23
9606.ENSP00000386331,9606.ENSP00000291295,566,MYO7A,CALM3
9606.ENSP00000386331,9606.ENSP00000495855,499,MYO7A,PJVK
9606.ENSP00000386331,9606.ENSP00000386213,499,MYO7A,MYO3B
9606.ENSP00000386331,9606.ENSP00000382670,800,MYO7A,GRXCR1
9606.ENSP00000386331,9606.ENSP00000496414,800,MYO7A,RDX
9606.ENSP00000386331,9606.ENSP00000415090,371,MYO7A,MYO7B
9606.ENSP00000386331,9606.ENSP00000362924,499,MYO7A,GSN
9606.ENSP00000386331,9606.ENSP00000495481,499,MYO7A,MYO15A
9606.ENSP00000386331,9606.ENSP00000304643,507,MYO7A,CALML6
9606.ENSP00000386331,9606.ENSP00000315299,566,MYO7A,CALML3
9606.ENSP00000386331,9606.ENSP00000388713,515,MYO7A,LANCL1
9606.ENSP00000386331,9606.ENSP00000328287,292,MYO7A,RNF123
9606.ENSP00000386331,9606.ENSP00000369689,566,MYO7A,CALML5
9606.ENSP00000386331,9606.ENSP00000494788,499,MYO7A,CASK
9606.ENSP00000386331,9606.ENSP00000499797,178,MYO7A,CALM2
9606.ENSP00000386331,9606.ENSP00000343158,499,MYO7A,EPB41L3
9606.ENSP00000386331,9606.ENSP00000401010,499,MYO7A,CAPZB
9606.ENSP00000386331,9606.ENSP00000334665,800,MYO7A,FSCN2
9606.ENSP00000386331,9606.ENSP00000384582,171,MYO7A,ADGRV1
9606.ENSP00000386331,9606.ENSP00000351732,299,MYO7A,TMC2
9606.ENSP00000386331,9606.ENSP00000332111,178,MYO7A,EFCAB13
9606.ENSP00000386331,9606.ENSP00000263168,499,MYO7A,CAPZA1
9606.ENSP00000386331,9606.ENSP00000419081,507,MYO7A,CALML4
9606.ENSP00000386331,9606.ENSP00000403932,178,MYO7A,EFCAB3
9606.ENSP00000386331,9606.ENSP00000185206,800,MYO7A,CLIC5
9606.ENSP00000386331,9606.ENSP00000496954,800,MYO7A,MYO1C
9606.ENSP00000386331,9606.ENSP00000494684,361,MYO7A,TMC1
9606.ENSP00000386331,9606.ENSP00000377245,696,MYO7A,KEAP1
9606.ENSP00000386331,9606.ENSP00000400099,206,MYO7A,RIPOR1
9606.ENSP00000386331,9606.ENSP00000435585,499,MYO7A,EPS8L2
9606.ENSP00000386331,9606.ENSP00000499717,393,MYO7A,CALM1
9606.ENSP00000386331,9606.ENSP00000027335,222,MYO7A,CDH17
9606.ENSP00000386331,9606.ENSP00000353408,800,MYO7A,MSN
9606.ENSP00000386331,9606.ENSP00000337168,800,MYO7A,EPB41L1
9606.ENSP00000386331,9606.ENSP00000338934,800,MYO7A,EZR
9606.ENSP00000386331,9606.ENSP00000259698,800,MYO7A,RIPOR2
9606.ENSP00000386331,9606.ENSP00000349259,499,MYO7A,SPTBN1
9606.ENSP00000386331,9606.ENSP00000303908,636,MYO7A,TWF2
9606.ENSP00000386331,9606.ENSP00000358547,499,MYO7A,MPP1
9606.ENSP00000386331,9606.ENSP00000353508,292,MYO7A,MAP2
9606.ENSP00000386331,9606.ENSP00000376475,292,MYO7A,PRKAR1A
9606.ENSP00000386331,9606.ENSP00000496394,499,MYO7A,TRIOBP
9606.ENSP00000386331,9606.ENSP00000354623,805,MYO7A,WHRN
9606.ENSP00000386331,9606.ENSP00000379601,639,MYO7A,RAB27A
9606.ENSP00000386331,9606.ENSP00000252050,292,MYO7A,CUL9
9606.ENSP00000386331,9606.ENSP00000354947,499,MYO7A,CAPZA2
9606.ENSP00000386331,9606.ENSP00000336831,800,MYO7A,PLS1
9606.ENSP00000386331,9606.ENSP00000363068,905,MYO7A,PCDH15
9606.ENSP00000386331,9606.ENSP00000216181,800,MYO7A,MYH9
9606.ENSP00000386331,9606.ENSP00000370299,410,MYO7A,SHROOM2
9606.ENSP00000386331,9606.ENSP00000170447,193,MYO7A,MKRN2
9606.ENSP00000386331,9606.ENSP00000367214,800,MYO7A,GRXCR2
9606.ENSP00000386331,9606.ENSP00000387100,800,MYO7A,TPRN
9606.ENSP00000386331,9606.ENSP00000496593,499,MYO7A,ESPN
9606.ENSP00000386331,9606.ENSP00000410083,851,MYO7A,VEZT
9606.ENSP00000386331,9606.ENSP00000480279,963,MYO7A,USH1G
9606.ENSP00000386331,9606.ENSP00000373684,165,MYO7A,STK38L
9606.ENSP00000386331,9606.ENSP00000329158,266,MYO7A,CLRN1
9606.ENSP00000386331,9606.ENSP00000265849,165,MYO7A,PMS2
9606.ENSP00000386331,9606.ENSP00000487444,499,MYO7A,SPTAN1
9606.ENSP00000386331,9606.ENSP00000480489,406,MYO7A,PDZD7
9606.ENSP00000386331,9606.ENSP00000261769,292,MYO7A,CDH1
9606.ENSP00000386331,9606.ENSP00000494689,499,MYO7A,EPS8
9606.ENSP00000386331,9606.ENSP00000258930,385,MYO7A,CIB2
9606.ENSP00000386331,9606.ENSP00000495965,499,MYO7A,MYO3A
9606.ENSP00000386331,9606.ENSP00000302111,292,MYO7A,MGMT
9606.ENSP00000386331,9606.ENSP00000233027,317,MYO7A,NEK4
9606.ENSP00000386331,9606.ENSP00000339115,499,MYO7A,ESPNL
9606.ENSP00000386331,9606.ENSP00000304669,292,MYO7A,CTNNA1
9606.ENSP00000386331,9606.ENSP00000005226,998,MYO7A,USH1C
9606.ENSP00000386331,9606.ENSP00000386840,800,MYO7A,XIRP2
9606.ENSP00000386414,9606.ENSP00000293879,343,RAD21L1,WDR90
9606.ENSP00000386419,9606.ENSP00000371308,900,MZT2B,CENPJ
9606.ENSP00000386433,9606.ENSP00000293879,171,ZNF638,WDR90
9606.ENSP00000386439,9606.ENSP00000257430,224,SYNC,APC
9606.ENSP00000386439,9606.ENSP00000293879,171,SYNC,WDR90
9606.ENSP00000386439,9606.ENSP00000470152,872,SYNC,DTNA
9606.ENSP00000386456,9606.ENSP00000435389,292,AAK1,PLEKHA7
9606.ENSP00000386541,9606.ENSP00000420213,161,PSMD14,FLNB
9606.ENSP00000386559,9606.ENSP00000453508,353,CD8A,TLN2
9606.ENSP00000386636,9606.ENSP00000435389,292,SSB,PLEKHA7
9606.ENSP00000386651,9606.ENSP00000346643,169,MCFD2,HKDC1
9606.ENSP00000386651,9606.ENSP00000325827,499,MCFD2,SEC16A
9606.ENSP00000386759,9606.ENSP00000365588,439,SETD2,MDC1
9606.ENSP00000386786,9606.ENSP00000263088,213,POTEF,PLD2
9606.ENSP00000386786,9606.ENSP00000269848,159,POTEF,PFKL
9606.ENSP00000386786,9606.ENSP00000313420,368,POTEF,PRKDC
9606.ENSP00000386840,9606.ENSP00000386331,800,XIRP2,MYO7A
9606.ENSP00000386857,9606.ENSP00000493594,904,ACTG2,MYH14
9606.ENSP00000386881,9606.ENSP00000263934,186,DYSF,KIF1B
9606.ENSP00000386884,9606.ENSP00000453508,181,CXCR4,TLN2
9606.ENSP00000386884,9606.ENSP00000420213,394,CXCR4,FLNB
9606.ENSP00000386894,9606.ENSP00000435389,292,RBM4,PLEKHA7
9606.ENSP00000386896,9606.ENSP00000420213,650,ITGA6,FLNB
9606.ENSP00000386896,9606.ENSP00000222399,963,ITGA6,LAMB1
9606.ENSP00000386896,9606.ENSP00000200181,999,ITGA6,ITGB4
9606.ENSP00000386896,9606.ENSP00000453508,665,ITGA6,TLN2
9606.ENSP00000387006,9606.ENSP00000359454,377,CWC22,HFM1
9606.ENSP00000387050,9606.ENSP00000263088,900,PLD3,PLD2
9606.ENSP00000387100,9606.ENSP00000386331,800,TPRN,MYO7A
9606.ENSP00000387123,9606.ENSP00000394888,204,ALDH7A1,DOCK8
9606.ENSP00000387128,9606.ENSP00000293879,167,NCKAP5,WDR90
9606.ENSP00000387128,9606.ENSP00000257430,207,NCKAP5,APC
9606.ENSP00000387164,9606.ENSP00000260197,229,CPVL,SORL1
9606.ENSP00000387170,9606.ENSP00000257430,161,GIGYF2,APC
9606.ENSP00000387180,9606.ENSP00000267113,236,PTRH2,ESYT1
9606.ENSP00000387180,9606.ENSP00000325827,236,PTRH2,SEC16A
9606.ENSP00000387228,9606.ENSP00000467537,740,LRRTM4,PTPRS
9606.ENSP00000387282,9606.ENSP00000257430,161,AGFG1,APC
9606.ENSP00000387286,9606.ENSP00000377275,722,RAB1A,GOLGB1
9606.ENSP00000387286,9606.ENSP00000486901,292,RAB1A,MICAL1
9606.ENSP00000387356,9606.ENSP00000467537,214,ACAN,PTPRS
9606.ENSP00000387356,9606.ENSP00000265131,659,ACAN,TNC
9606.ENSP00000387380,9606.ENSP00000293879,171,NECAB1,WDR90
9606.ENSP00000387462,9606.ENSP00000365588,274,ZBTB10,MDC1
9606.ENSP00000387471,9606.ENSP00000348984,292,CIAO2B,SON
9606.ENSP00000387593,9606.ENSP00000420213,169,TANC2,FLNB
9606.ENSP00000387654,9606.ENSP00000384018,165,PCYOX1,NCOR2
9606.ENSP00000387699,9606.ENSP00000390436,292,CREB1,GLI2
9606.ENSP00000387911,9606.ENSP00000365588,420,PARN,MDC1
9606.ENSP00000387911,9606.ENSP00000384018,374,PARN,NCOR2
9606.ENSP00000387996,9606.ENSP00000365588,439,CSTF2,MDC1
9606.ENSP00000388001,9606.ENSP00000435389,292,OAS1,PLEKHA7
9606.ENSP00000388107,9606.ENSP00000313420,499,UBA52,PRKDC
